full_text,text_cleaned_initial,text_no_emojis,text_casefolded,text_slang_fixed,text_tokenized,text_stopwords_removed
mau kaburajadulu jg kurang lebih sama PMA² di sini yg memutuskan efisiensi kan pasti arahannya datang dari global HQ which means finansial perusahaan scr global emang lg drop its everywhere and its fvckng depressing gak cuma di +62 aja,mau kaburajadulu jg kurang lebih sama PMA² di sini yg memutuskan efisiensi kan pasti arahannya datang dari global HQ which means finansial perusahaan scr global emang lg drop its everywhere and its fvckng depressing gak cuma di  aja,mau kaburajadulu jg kurang lebih sama PMA² di sini yg memutuskan efisiensi kan pasti arahannya datang dari global HQ which means finansial perusahaan scr global emang lg drop its everywhere and its fvckng depressing gak cuma di  aja,mau kaburajadulu jg kurang lebih sama pma² di sini yg memutuskan efisiensi kan pasti arahannya datang dari global hq which means finansial perusahaan scr global emang lg drop its everywhere and its fvckng depressing gak cuma di  aja,mau kaburajadulu juga kurang lebih sama pma² di sini yang memutuskan efisiensi kan pasti arahannya datang dari global hq which means finansial perusahaan secara global emang lagi drop its everywhere and its fvckng depressing gak cuma di saja,"['mau', 'kaburajadulu', 'juga', 'kurang', 'lebih', 'sama', 'pma²', 'di', 'sini', 'yang', 'memutuskan', 'efisiensi', 'kan', 'pasti', 'arahannya', 'datang', 'dari', 'global', 'hq', 'which', 'means', 'finansial', 'perusahaan', 'secara', 'global', 'emang', 'lagi', 'drop', 'its', 'everywhere', 'and', 'its', 'fvckng', 'depressing', 'gak', 'cuma', 'di', 'saja']","['kaburajadulu', 'pma²', 'memutuskan', 'efisiensi', 'arahannya', 'global', 'hq', 'means', 'finansial', 'perusahaan', 'global', 'emang', 'drop', 'everywhere', 'fvckng', 'depressing']"
Tempat tinggal ideal menurut berbagai macam AI #kaburajadulu https://t.co/692Cn8FG59,Tempat tinggal ideal menurut berbagai macam AI,Tempat tinggal ideal menurut berbagai macam AI,tempat tinggal ideal menurut berbagai macam ai,tempat tinggal ideal menurut berbagai macam ai,"['tempat', 'tinggal', 'ideal', 'menurut', 'berbagai', 'macam', 'ai']","['tinggal', 'ideal', 'ai']"
@xylans Dan seharusnya LPDP menjadi tiket kaburajadulu secara resmi. Mindset F you got mine warga X.,Dan seharusnya LPDP menjadi tiket kaburajadulu secara resmi Mindset F you got mine warga X,Dan seharusnya LPDP menjadi tiket kaburajadulu secara resmi Mindset F you got mine warga X,dan seharusnya lpdp menjadi tiket kaburajadulu secara resmi mindset f you got mine warga x,dan seharusnya lpdp menjadi tiket kaburajadulu secara resmi mindset f you got mine warga kali,"['dan', 'seharusnya', 'lpdp', 'menjadi', 'tiket', 'kaburajadulu', 'secara', 'resmi', 'mindset', 'f', 'you', 'got', 'mine', 'warga', 'kali']","['lpdp', 'tiket', 'kaburajadulu', 'resmi', 'mindset', 'f', 'got', 'mine', 'warga', 'kali']"
@_nzhz_ Alhamdulillah gk jadi kaburajadulu,nzhz Alhamdulillah gk jadi kaburajadulu,nzhz Alhamdulillah gk jadi kaburajadulu,nzhz alhamdulillah gk jadi kaburajadulu,nzhz alhamdulillah gk jadi kaburajadulu,"['nzhz', 'alhamdulillah', 'gk', 'jadi', 'kaburajadulu']","['nzhz', 'alhamdulillah', 'gk', 'kaburajadulu']"
Udah tahu budaya westoid pada brainrot dan dungu tapi kok termotivasi #KaburAjaDulu kesana?,Udah tahu budaya westoid pada brainrot dan dungu tapi kok termotivasi  kesana,Udah tahu budaya westoid pada brainrot dan dungu tapi kok termotivasi  kesana,udah tahu budaya westoid pada brainrot dan dungu tapi kok termotivasi  kesana,sudah tahu budaya westoid pada brainrot dan dungu tapi kok termotivasi kesana,"['sudah', 'tahu', 'budaya', 'westoid', 'pada', 'brainrot', 'dan', 'dungu', 'tapi', 'kok', 'termotivasi', 'kesana']","['budaya', 'westoid', 'brainrot', 'dungu', 'termotivasi', 'kesana']"
@pritaadew Kan lebaran kita *kaburajadulu*,Kan lebaran kita kaburajadulu,Kan lebaran kita kaburajadulu,kan lebaran kita kaburajadulu,kan lebaran kita kaburajadulu,"['kan', 'lebaran', 'kita', 'kaburajadulu']","['lebaran', 'kaburajadulu']"
@astronauttsz wkwkwwk #kaburajadulu,wkwkwwk,wkwkwwk,wkwkwwk,wkwkwwk,['wkwkwwk'],['wkwkwwk']
 Jos? Jahat bgt bjir :( aku kalo jadi juni uda minggat #kaburajadulu EHHHH... mau nanya serius.... emang menurut kalian Jos sejahat itu kah?..... #tellonym https://t.co/pbK5EGkwly,Jos Jahat bgt bjir  aku kalo jadi juni uda minggat  EHHHH mau nanya serius emang menurut kalian Jos sejahat itu kah,Jos Jahat bgt bjir  aku kalo jadi juni uda minggat  EHHHH mau nanya serius emang menurut kalian Jos sejahat itu kah,jos jahat bgt bjir  aku kalo jadi juni uda minggat  ehhhh mau nanya serius emang menurut kalian jos sejahat itu kah,jos jahat banget bjir aku kalau jadi juni uda minggat ehhhh mau bertanya serius emang menurut kalian jos sejahat itu kah,"['jos', 'jahat', 'banget', 'bjir', 'aku', 'kalau', 'jadi', 'juni', 'uda', 'minggat', 'ehhhh', 'mau', 'bertanya', 'serius', 'emang', 'menurut', 'kalian', 'jos', 'sejahat', 'itu', 'kah']","['jos', 'jahat', 'banget', 'bjir', 'juni', 'uda', 'minggat', 'ehhhh', 'serius', 'emang', 'jos', 'sejahat']"
@mozila_ksj Kaaa plis sama banget aku udh dititik mau bgt #kaburajadulu tpi masalah nya sama modal itu huhu sharing yuuu di dm ngobrol2 ajaaa,ksj Kaaa plis sama banget aku udh dititik mau bgt  tpi masalah nya sama modal itu huhu sharing yuuu di dm ngobrol ajaaa,ksj Kaaa plis sama banget aku udh dititik mau bgt  tpi masalah nya sama modal itu huhu sharing yuuu di dm ngobrol ajaaa,ksj kaaa plis sama banget aku udh dititik mau bgt  tpi masalah nya sama modal itu huhu sharing yuuu di dm ngobrol ajaaa,ksj kaaa tolong sama banget aku udh dititik mau banget tapi masalah nya sama modal itu huhu sharing yuuu di dm ngobrol ajaaa,"['ksj', 'kaaa', 'tolong', 'sama', 'banget', 'aku', 'udh', 'dititik', 'mau', 'banget', 'tapi', 'masalah', 'nya', 'sama', 'modal', 'itu', 'huhu', 'sharing', 'yuuu', 'di', 'dm', 'ngobrol', 'ajaaa']","['ksj', 'kaaa', 'tolong', 'banget', 'udh', 'dititik', 'banget', 'modal', 'huhu', 'sharing', 'yuuu', 'dm', 'ngobrol', 'ajaaa']"
@Lghtbae aku lagi cari di ig linkedin gitu ka. tapi banyakan di linkedin. aku jg lagi cari internship yg paid tapi remote juga doain ya mau #kaburajadulu huhu,aku lagi cari di ig linkedin gitu ka tapi banyakan di linkedin aku jg lagi cari internship yg paid tapi remote juga doain ya mau  huhu,aku lagi cari di ig linkedin gitu ka tapi banyakan di linkedin aku jg lagi cari internship yg paid tapi remote juga doain ya mau  huhu,aku lagi cari di ig linkedin gitu ka tapi banyakan di linkedin aku jg lagi cari internship yg paid tapi remote juga doain ya mau  huhu,aku lagi cari di ig linkedin gitu kakak tapi banyakan di linkedin aku juga lagi cari internship yang paid tapi remote juga doain iya mau huhu,"['aku', 'lagi', 'cari', 'di', 'ig', 'linkedin', 'gitu', 'kakak', 'tapi', 'banyakan', 'di', 'linkedin', 'aku', 'juga', 'lagi', 'cari', 'internship', 'yang', 'paid', 'tapi', 'remote', 'juga', 'doain', 'iya', 'mau', 'huhu']","['cari', 'ig', 'linkedin', 'gitu', 'kakak', 'banyakan', 'linkedin', 'cari', 'internship', 'paid', 'remote', 'doain', 'huhu']"
Karena lebih banyak mutuals di X Sya bantu dukung adek adekan yg ikut lakinya ke Jepang untuk #kaburajadulu Ka Shelma 3'14. Boleh dicoba utk Mutuals prmpuan yg ada Body Goals Diet Fitness dgn Ka Shelma https://t.co/H8ERd8GO2S,Karena lebih banyak mutuals di X Sya bantu dukung adek adekan yg ikut lakinya ke Jepang untuk  Ka Shelma  Boleh dicoba utk Mutuals prmpuan yg ada Body Goals Diet Fitness dgn Ka Shelma,Karena lebih banyak mutuals di X Sya bantu dukung adek adekan yg ikut lakinya ke Jepang untuk  Ka Shelma  Boleh dicoba utk Mutuals prmpuan yg ada Body Goals Diet Fitness dgn Ka Shelma,karena lebih banyak mutuals di x sya bantu dukung adek adekan yg ikut lakinya ke jepang untuk  ka shelma  boleh dicoba utk mutuals prmpuan yg ada body goals diet fitness dgn ka shelma,karena lebih banyak mutuals di kali sya bantu dukung adek adekan yang ikut lakinya ke jepang untuk kakak shelma boleh dicoba untuk mutuals prmpuan yang ada body goals diet fitness dengan kakak shelma,"['karena', 'lebih', 'banyak', 'mutuals', 'di', 'kali', 'sya', 'bantu', 'dukung', 'adek', 'adekan', 'yang', 'ikut', 'lakinya', 'ke', 'jepang', 'untuk', 'kakak', 'shelma', 'boleh', 'dicoba', 'untuk', 'mutuals', 'prmpuan', 'yang', 'ada', 'body', 'goals', 'diet', 'fitness', 'dengan', 'kakak', 'shelma']","['mutuals', 'kali', 'sya', 'bantu', 'dukung', 'adek', 'adekan', 'lakinya', 'jepang', 'kakak', 'shelma', 'dicoba', 'mutuals', 'prmpuan', 'body', 'goals', 'diet', 'fitness', 'kakak', 'shelma']"
Dude the first ss setelah aku cari tau dari perusahaan yang wow wow wow... sampe aku teriak2. Gak tau harus gmna skrg Ini momen untuk #KaburAjaDulu sebenernya mah...,Dude the first ss setelah aku cari tau dari perusahaan yang wow wow wow sampe aku teriak Gak tau harus gmna skrg Ini momen untuk  sebenernya mah,Dude the first ss setelah aku cari tau dari perusahaan yang wow wow wow sampe aku teriak Gak tau harus gmna skrg Ini momen untuk  sebenernya mah,dude the first ss setelah aku cari tau dari perusahaan yang wow wow wow sampe aku teriak gak tau harus gmna skrg ini momen untuk  sebenernya mah,dude the first ss setelah aku cari tahu dari perusahaan yang wow wow wow sampai aku teriak gak tahu harus gmna skrg ini momen untuk sebenernya mah,"['dude', 'the', 'first', 'ss', 'setelah', 'aku', 'cari', 'tahu', 'dari', 'perusahaan', 'yang', 'wow', 'wow', 'wow', 'sampai', 'aku', 'teriak', 'gak', 'tahu', 'harus', 'gmna', 'skrg', 'ini', 'momen', 'untuk', 'sebenernya', 'mah']","['dude', 'first', 'ss', 'cari', 'perusahaan', 'wow', 'wow', 'wow', 'teriak', 'gmna', 'skrg', 'momen', 'sebenernya', 'mah']"
@KenzoZB1 harus kaburajadulu yang pasti,harus kaburajadulu yang pasti,harus kaburajadulu yang pasti,harus kaburajadulu yang pasti,harus kaburajadulu yang pasti,"['harus', 'kaburajadulu', 'yang', 'pasti']",['kaburajadulu']
@tanyarlfes bunuh koruptor dan rampas duitnya buat #kaburajadulu dari konoha ini,bunuh koruptor dan rampas duitnya buat  dari konoha ini,bunuh koruptor dan rampas duitnya buat  dari konoha ini,bunuh koruptor dan rampas duitnya buat  dari konoha ini,bunuh koruptor dan rampas duitnya buat dari konoha ini,"['bunuh', 'koruptor', 'dan', 'rampas', 'duitnya', 'buat', 'dari', 'konoha', 'ini']","['bunuh', 'koruptor', 'rampas', 'duitnya', 'konoha']"
Guys kita semua masih punya kesempatan buat #kaburajadulu kayak carmen kim ,Guys kita semua masih punya kesempatan buat  kayak carmen kim,Guys kita semua masih punya kesempatan buat  kayak carmen kim,guys kita semua masih punya kesempatan buat  kayak carmen kim,teman-teman kita semua masih punya kesempatan buat kayak carmen kim,"['teman-teman', 'kita', 'semua', 'masih', 'punya', 'kesempatan', 'buat', 'kayak', 'carmen', 'kim']","['teman-teman', 'kesempatan', 'kayak', 'carmen', 'kim']"
@cherishyuha Keren banget dah kim carmen duo #kaburajadulu,Keren banget dah kim carmen duo,Keren banget dah kim carmen duo,keren banget dah kim carmen duo,keren banget deh kim carmen duo,"['keren', 'banget', 'deh', 'kim', 'carmen', 'duo']","['keren', 'banget', 'deh', 'kim', 'carmen', 'duo']"
satu persatu whislist nya carmen tercapai. akhirnya carmen bisa buktiin walau wni dia juga bisa gapai semua doa dan keinginan dia di dunia internasional khususnya korea. intinya #kaburajadulu https://t.co/l3iUnNLSGa,satu persatu whislist nya carmen tercapai akhirnya carmen bisa buktiin walau wni dia juga bisa gapai semua doa dan keinginan dia di dunia internasional khususnya korea intinya,satu persatu whislist nya carmen tercapai akhirnya carmen bisa buktiin walau wni dia juga bisa gapai semua doa dan keinginan dia di dunia internasional khususnya korea intinya,satu persatu whislist nya carmen tercapai akhirnya carmen bisa buktiin walau wni dia juga bisa gapai semua doa dan keinginan dia di dunia internasional khususnya korea intinya,satu persatu whislist nya carmen tercapai akhirnya carmen bisa buktiin walau wni dia juga bisa gapai semua doa dan keinginan dia di dunia internasional khususnya korea intinya,"['satu', 'persatu', 'whislist', 'nya', 'carmen', 'tercapai', 'akhirnya', 'carmen', 'bisa', 'buktiin', 'walau', 'wni', 'dia', 'juga', 'bisa', 'gapai', 'semua', 'doa', 'dan', 'keinginan', 'dia', 'di', 'dunia', 'internasional', 'khususnya', 'korea', 'intinya']","['persatu', 'whislist', 'carmen', 'tercapai', 'carmen', 'buktiin', 'wni', 'gapai', 'doa', 'dunia', 'internasional', 'korea', 'intinya']"
Rumah ayel tentu sj ga ga aku pindah linkon dah bahagia keknya #kaburajadulu,Rumah ayel tentu sj ga ga aku pindah linkon dah bahagia keknya,Rumah ayel tentu sj ga ga aku pindah linkon dah bahagia keknya,rumah ayel tentu sj ga ga aku pindah linkon dah bahagia keknya,rumah ayel tentu saja ga ga aku pindah linkon deh bahagia kayaknya,"['rumah', 'ayel', 'tentu', 'saja', 'ga', 'ga', 'aku', 'pindah', 'linkon', 'deh', 'bahagia', 'kayaknya']","['rumah', 'ayel', 'pindah', 'linkon', 'deh', 'bahagia', 'kayaknya']"
gak iri sama orang yang flexing harta detik ini gue lebih iri sama yang flexing bisa lanjut s2 sambil tipis-tipis kaburajadulu dengan full scholarship shibaaalll mauuuuu,gak iri sama orang yang flexing harta detik ini gue lebih iri sama yang flexing bisa lanjut s sambil tipistipis kaburajadulu dengan full scholarship shibaaalll mauuuuu,gak iri sama orang yang flexing harta detik ini gue lebih iri sama yang flexing bisa lanjut s sambil tipistipis kaburajadulu dengan full scholarship shibaaalll mauuuuu,gak iri sama orang yang flexing harta detik ini gue lebih iri sama yang flexing bisa lanjut s sambil tipistipis kaburajadulu dengan full scholarship shibaaalll mauuuuu,gak iri sama orang yang flexing harta detik ini saya lebih iri sama yang flexing bisa lanjut s sambil tipistipis kaburajadulu dengan full scholarship shibaaalll mauuuuu,"['gak', 'iri', 'sama', 'orang', 'yang', 'flexing', 'harta', 'detik', 'ini', 'saya', 'lebih', 'iri', 'sama', 'yang', 'flexing', 'bisa', 'lanjut', 's', 'sambil', 'tipistipis', 'kaburajadulu', 'dengan', 'full', 'scholarship', 'shibaaalll', 'mauuuuu']","['iri', 'orang', 'flexing', 'harta', 'detik', 'iri', 'flexing', 'tipistipis', 'kaburajadulu', 'full', 'scholarship', 'shibaaalll', 'mauuuuu']"
@mowchicecream udara segar jrg ad di indo by udah saatnya #kaburajadulu,udara segar jrg ad di indo by udah saatnya,udara segar jrg ad di indo by udah saatnya,udara segar jrg ad di indo by udah saatnya,udara segar jrg ada di indonesia by sudah saatnya,"['udara', 'segar', 'jrg', 'ada', 'di', 'indonesia', 'by', 'sudah', 'saatnya']","['udara', 'segar', 'jrg', 'indonesia']"
@grok Kok masih Jokowi? Apa karena dia adalah Presiden shift kedua ? Terus sebagai rakyat aku harus siapin plan apa? Apa harus #KaburAjaDulu Aku takut dengan kondisi politik seperti sekarang rakyat malah membantu penjajah selama itu menguntungkan :(,Kok masih Jokowi Apa karena dia adalah Presiden shift kedua  Terus sebagai rakyat aku harus siapin plan apa Apa harus  Aku takut dengan kondisi politik seperti sekarang rakyat malah membantu penjajah selama itu menguntungkan,Kok masih Jokowi Apa karena dia adalah Presiden shift kedua  Terus sebagai rakyat aku harus siapin plan apa Apa harus  Aku takut dengan kondisi politik seperti sekarang rakyat malah membantu penjajah selama itu menguntungkan,kok masih jokowi apa karena dia adalah presiden shift kedua  terus sebagai rakyat aku harus siapin plan apa apa harus  aku takut dengan kondisi politik seperti sekarang rakyat malah membantu penjajah selama itu menguntungkan,kok masih jokowi apa karena dia adalah presiden shift kedua terus sebagai rakyat aku harus siapin plan apa apa harus aku takut dengan kondisi politik seperti sekarang rakyat bahkan membantu penjajah selama itu menguntungkan,"['kok', 'masih', 'jokowi', 'apa', 'karena', 'dia', 'adalah', 'presiden', 'shift', 'kedua', 'terus', 'sebagai', 'rakyat', 'aku', 'harus', 'siapin', 'plan', 'apa', 'apa', 'harus', 'aku', 'takut', 'dengan', 'kondisi', 'politik', 'seperti', 'sekarang', 'rakyat', 'bahkan', 'membantu', 'penjajah', 'selama', 'itu', 'menguntungkan']","['jokowi', 'presiden', 'shift', 'rakyat', 'siapin', 'plan', 'takut', 'kondisi', 'politik', 'rakyat', 'membantu', 'penjajah', 'menguntungkan']"
@moonlightarius bismillah kita tahun depan #KaburAjaDulu terus jadi OP yuta hari ini yuta ini yuta itu ,bismillah kita tahun depan  terus jadi OP yuta hari ini yuta ini yuta itu,bismillah kita tahun depan  terus jadi OP yuta hari ini yuta ini yuta itu,bismillah kita tahun depan  terus jadi op yuta hari ini yuta ini yuta itu,bismillah kita tahun depan terus jadi op yuta hari ini yuta ini yuta itu,"['bismillah', 'kita', 'tahun', 'depan', 'terus', 'jadi', 'op', 'yuta', 'hari', 'ini', 'yuta', 'ini', 'yuta', 'itu']","['bismillah', 'op', 'yuta', 'yuta', 'yuta']"
@kikiriskiana #KaburAjaDulu jalur layangan.,jalur layangan,jalur layangan,jalur layangan,jalur layangan,"['jalur', 'layangan']","['jalur', 'layangan']"
@nata_decopinc implementasi #kaburajadulu yah tapi aku cuma bisa lagu digimon,decopinc implementasi  yah tapi aku cuma bisa lagu digimon,decopinc implementasi  yah tapi aku cuma bisa lagu digimon,decopinc implementasi  yah tapi aku cuma bisa lagu digimon,decopinc implementasi yah tapi aku cuma bisa lagu digimon,"['decopinc', 'implementasi', 'yah', 'tapi', 'aku', 'cuma', 'bisa', 'lagu', 'digimon']","['decopinc', 'implementasi', 'yah', 'lagu', 'digimon']"
Happy Saturday! Are you ready for #KaburAjaDulu? Ada titipan lowongan untuk kamu yang ingin kabur ke UK. Range gaji up to £140k utk managerial role &amp; up to £110k utk IC role. Visa sponsorship &amp; relocation support available. Khusus untuk kamu yang: - at least 5 YOE di,Happy Saturday Are you ready for  Ada titipan lowongan untuk kamu yang ingin kabur ke UK Range gaji up to k utk managerial role amp up to k utk IC role Visa sponsorship amp relocation support available Khusus untuk kamu yang  at least  YOE di,Happy Saturday Are you ready for  Ada titipan lowongan untuk kamu yang ingin kabur ke UK Range gaji up to k utk managerial role amp up to k utk IC role Visa sponsorship amp relocation support available Khusus untuk kamu yang  at least  YOE di,happy saturday are you ready for  ada titipan lowongan untuk kamu yang ingin kabur ke uk range gaji up to k utk managerial role amp up to k utk ic role visa sponsorship amp relocation support available khusus untuk kamu yang  at least  yoe di,bahagia saturday are you ready for ada titipan lowongan untuk kamu yang ingin kabur ke uk range gaji up to ke untuk managerial role amp up to ke untuk ic role visa sponsorship amp relocation support available khusus untuk kamu yang at least yoe di,"['bahagia', 'saturday', 'are', 'you', 'ready', 'for', 'ada', 'titipan', 'lowongan', 'untuk', 'kamu', 'yang', 'ingin', 'kabur', 'ke', 'uk', 'range', 'gaji', 'up', 'to', 'ke', 'untuk', 'managerial', 'role', 'amp', 'up', 'to', 'ke', 'untuk', 'ic', 'role', 'visa', 'sponsorship', 'amp', 'relocation', 'support', 'available', 'khusus', 'untuk', 'kamu', 'yang', 'at', 'least', 'yoe', 'di']","['bahagia', 'saturday', 'ready', 'titipan', 'lowongan', 'kabur', 'uk', 'range', 'gaji', 'managerial', 'role', 'amp', 'ic', 'role', 'visa', 'sponsorship', 'amp', 'relocation', 'support', 'available', 'khusus', 'least', 'yoe']"
@NarasiNewsroom Lagian ngapain balik ke Indonesia. Udah bagusan cari kerja di luar negeri. #KaburAjaDulu,Lagian ngapain balik ke Indonesia Udah bagusan cari kerja di luar negeri,Lagian ngapain balik ke Indonesia Udah bagusan cari kerja di luar negeri,lagian ngapain balik ke indonesia udah bagusan cari kerja di luar negeri,lagian sedang apa balik ke indonesia sudah bagusan cari kerja di luar negeri,"['lagian', 'sedang', 'apa', 'balik', 'ke', 'indonesia', 'sudah', 'bagusan', 'cari', 'kerja', 'di', 'luar', 'negeri']","['indonesia', 'bagusan', 'cari', 'kerja', 'negeri']"
